,SIT,Field1,TEXT
4443,Arguing with my younger cousin.  She is rather a nuisance but I á felt sorry.,guilt,"Berdebat dengan sepupu saya yang lebih muda. Dia agak merepotkan, tetapi saya merasa menyesal."
4444,When some friends of mine asked me to go camping with them for a á fortnight.,joy,Ketika beberapa teman saya meminta saya untuk pergi berkemah bersama mereka selama dua minggu.
4445,"Once, when I was very young, my mother left me alone in the á house and came back very late.",fear,"Suatu ketika, ketika saya masih sangat muda, ibu saya meninggalkan saya sendirian di rumah dan kembali sangat terlambat."
4446,When my aunt told me angrily that I was a good-for-nothing and á she was fed up with my behaviour.,anger,Ketika bibi saya dengan marah mengatakan kepada saya bahwa saya adalah orang yang tidak berguna dan á dia muak dengan perilaku saya.
4447,When my parents and sister went on a trip and I was separated á from them for about three months.,sadness,Ketika orang tua dan saudara perempuan saya melakukan perjalanan dan saya dipisahkan dari mereka selama sekitar tiga bulan.
4448,When a person I did not know hurt a friend of mine.,disgust,Ketika seseorang yang saya tidak kenal melukai teman saya.
4449,When the literature teacher made me recite a poem in the middle á of the class and I had to gesticulate.,shame,Ketika guru sastra membuat saya membacakan puisi di tengah kelas dan saya harus menggerakkan tangan.
4450,"Once, when I arrived home very late, my parents had an argument á because of this; my mother wanted to stand up for me.",guilt,"Suatu ketika, ketika saya tiba di rumah sangat terlambat, orang tua saya bertengkar karena hal ini; ibu saya ingin membela saya."
4451,I phoned a friend of mine to ask her for news about the marks in á an exam.  She told me that I had passed.,joy,Saya menelepon seorang teman saya untuk menanyakan kabar tentang tanda-tanda di sebuah ujian. Dia mengatakan kepada saya bahwa saya telah lewat.
4452,"I was spending my summer holidays in a village.  My friend and I á were coming back from a discotheque at night and we heard a noise á from an alley.  We were very scared and we got into my friend's house. á  A moment later, an unknown car picked up a person from this á alley.",fear,"Saya menghabiskan liburan musim panas saya di sebuah desa. Teman saya dan saya kembali dari diskotek di malam hari dan kami mendengar suara dari gang. Kami sangat ketakutan dan kami masuk ke rumah teman saya. á Beberapa saat kemudian, sebuah mobil tak dikenal mengambil seseorang dari gang ini."
4453,"My mother and I had an argument over buying some clothes for me.  á She did not accept the fact that I did not like the same things á as her, and we ended up shouting at each other.",anger,"Saya dan ibu saya bertengkar karena membeli beberapa pakaian untuk saya. á Dia tidak menerima kenyataan bahwa aku tidak suka hal-hal yang sama á seperti dia, dan kami akhirnya saling berteriak."
4454,"One day, I was home and there was a phone call informing me that á some of my relatives had died in an accident.",sadness,"Suatu hari, saya ada di rumah dan ada telepon yang memberi tahu saya bahwa beberapa kerabat saya meninggal karena kecelakaan."
4455,"When I saw a film in which there was a scene where women were cut á to pieces.  Above all, it was the blood and the confusion which á impressed me most.",disgust,"Ketika saya melihat sebuah film di mana ada adegan di mana para wanita dipotong menjadi beberapa bagian. Di atas segalanya, itu adalah darah dan kebingungan yang paling mengesankan saya."
4456,I was walking to school and I passed by a red cross post where á there were many soldiers.  They began to pass remarks at me.,shame,Saya sedang berjalan ke sekolah dan saya melewati sebuah palang merah tempat á ada banyak tentara. Mereka mulai memberikan komentar padaku.
4457,A friend of mine trusted me to back her in a decision she had á made.  But when the moment came I did not agree with her opinion.,guilt,"Seorang teman saya mempercayai saya untuk mendukungnya dalam keputusan yang telah ia buat. Tetapi ketika saatnya tiba, saya tidak setuju dengan pendapatnya."
4458,I was told that I had passed the statistics exam.  I had not á expected this so I was very happy.,joy,Saya diberitahu bahwa saya telah lulus ujian statistik. Saya belum á mengharapkan ini jadi saya sangat senang.
4459,When my brother hit his head and lost consciousness at the sports á practice.  For some time he could not remember what had happened á but he recovered later.,fear,Ketika saudara lelaki saya memukul kepalanya dan kehilangan kesadaran saat latihan á. Untuk beberapa waktu dia tidak dapat mengingat apa yang telah terjadi - tetapi dia pulih kemudian.
4460,I get angry with my brothers and sisters when they do something á that I do not like.  They know this and still do it so as to á tease me.,anger,Saya marah dengan saudara-saudari saya ketika mereka melakukan sesuatu á yang tidak saya sukai. Mereka tahu ini dan masih melakukannya untuk menggoda saya.
4461,When my grandfather died.,sadness,Ketika kakek saya meninggal.
4462,When opened a box of biscuits and found worms inside.,disgust,Ketika dibuka sekotak biskuit dan ditemukan cacing di dalamnya.
4463,When I was young I was told to to the shop to buy a dozen eggs.  á I went and asked for one egg and the people in the shop laughed á at me and so did my family when I told them what had happened.,shame,"Ketika saya masih muda saya disuruh ke toko untuk membeli selusin telur. á Saya pergi dan meminta sebutir telur dan orang-orang di toko itu menertawakan saya, begitu juga keluarga saya ketika saya memberi tahu mereka apa yang telah terjadi."
4464,When I arrived home late at night.  I know that my mother gets á worried and this made me feel angry.,guilt,Ketika saya tiba di rumah larut malam. Saya tahu bahwa ibu saya menjadi khawatir dan ini membuat saya merasa marah.
4465,When I spoke to my daughter and wished her luck for the á examinations she was about to take.,joy,Ketika saya berbicara dengan putri saya dan berharap keberuntungannya untuk ujian yang akan dia ambil.
4466,"When I was told that my daughter, who is at a boarding school, á was very ill and that they needed me there the same day.",fear,"Ketika saya diberitahu bahwa putri saya, yang berada di sekolah asrama, á sangat sakit dan mereka membutuhkan saya di sana pada hari yang sama."
4467,"One day in a clinic, the father of a child came in and assaulted á a colleague for something that she had not done deliberately.",anger,"Suatu hari di sebuah klinik, ayah dari seorang anak masuk dan menyerang seorang rekan karena sesuatu yang tidak sengaja dia lakukan."
4468,When I was told that my uncle had passed away.,sadness,Ketika saya diberi tahu bahwa paman saya telah meninggal dunia.
4469,The transport to pick us up for lunch was always late and the á driver made the same excuse every day.,disgust,Transportasi untuk menjemput kami untuk makan siang selalu terlambat dan sopir á membuat alasan yang sama setiap hari.
4470,"One day when I came back home, I found my favourite dish broken.  á I blamed the servant for it, later I found out that it was not á the servant but my daughter who had broken it.",shame,"Suatu hari ketika saya kembali ke rumah, saya menemukan hidangan favorit saya rusak. á Saya menyalahkan hamba itu, kemudian saya tahu bahwa itu bukan hamba, tetapi putri saya yang telah merusaknya."
4471,When I did not give back a text book to a friend in time.,guilt,Ketika saya tidak memberikan kembali buku teks ke teman pada waktunya.
4472,When a cousin of mine was discharged from the hospital after       á a long illness.  I had thought that this illness would never end.,joy,Ketika sepupu saya keluar dari rumah sakit setelah á penyakit yang panjang. Saya mengira penyakit ini tidak akan pernah berakhir.
4473,"When a man who had a knife grabbed me and threatened me with it,   á during my holidays in Monze.á ",fear,"Ketika seorang pria yang memegang pisau menyambar saya dan mengancam saya dengan itu, á selama liburan saya di Monze.á"
4474,A certain friend tried to push me off a seat in a very violent á way for no apparent reason.  It may be that he was excited about á something.,anger,Seorang teman mencoba mendorong saya dari kursi dengan cara yang sangat kejam tanpa alasan yang jelas. Mungkin saja dia bersemangat tentang sesuatu.
4475,When the neighbour of a friend of mine was stabbed to death by á thieves in Kabwe.  They stole his van.,sadness,Ketika tetangga seorang teman saya ditikam sampai mati oleh pencuri di Kabwe. Mereka mencuri vannya.
4476,"When we were young, a friend of mine tried to dissect a frog while  á we were playing near his home.",disgust,"Ketika kami masih muda, seorang teman saya mencoba membedah katak sementara kami bermain di dekat rumahnya."
4477,"The time I shouted at most of my friends at a party.  It was as if á  all my friends had done something wrong, or may be it was the á influence of the beer.",shame,"Waktu saya berteriak paling banyak teman saya di sebuah pesta. Seolah-olah á semua teman saya telah melakukan kesalahan, atau mungkin itu adalah á pengaruh bir."
4478,"When I blamed my niece for misplacing my book, she denied having á touched or seen it but I carried on insisting that it was her.",guilt,"Ketika saya menyalahkan keponakan saya karena salah meletakkan buku saya, dia menyangkal telah menyentuhnya atau melihatnya tetapi saya tetap bersikeras bahwa itu adalah dia."
4479,"After going through much shame, I became a Christian and á something new happened in my heart.  Joy that overflows was á manifest in me.",joy,"Setelah melalui banyak rasa malu, saya menjadi seorang Kristen dan sesuatu yang baru terjadi di hati saya. Sukacita yang meluap itu nyata dalam diriku."
4480,"When I was about six years old, I mistook a cat for a leopard      á when it entered my room at night.",fear,"Ketika saya berusia sekitar enam tahun, saya mengira seekor kucing sebagai macan tutul - saat memasuki kamar saya di malam hari."
4481,"When I lost my father on the 25th of September,1970.  He died of á a sore on the leg.",sadness,Ketika saya kehilangan ayah saya pada tanggal 25 September 1970. Dia meninggal karena sakit di kaki.
4482,When I failed the grade 7 twice and only passed it the third á time.,disgust,Ketika saya gagal kelas 7 dua kali dan hanya lulus ketiga kalinya.
